seller_type,seller_age_days,total_completed_tasks,seller_trust_score,task_type,is_duplicate_screenshot,completion_duration,timing_risk_score,std_dev,seller_average,z_score,population_score,timing_consistency_score,validity_score,logical_behavior_flag,repetitive_behavior_flag,device_seller_count,ip_seller_count,device_sharing_score,ip_reuse_score,automation_score,device_risk_score,final_behavior_risk_score,fraud_label
VETERAN_LEGITIMATE,666.9085473940722,626.1815724211218,110.664593292235,like,0,68.73204124391492,14.469752411583492,7.21525370335448,73.62633653149183,0.0,20.27556121394425,93.28854532972996,62.91492060244118,0.9960167919920146,0.0,0.9065941591490928,1.113861142926282,8.24393243115436,4.596459537405608,7.399838200055584,1.778310699351746,6.701751708459476,0
VETERAN_LEGITIMATE,420.3904138290928,319.80347767213846,85.30514254081649,review,0,70.88653478277203,8.053494906588922,14.638954203663229,22.148978427119296,0.0,32.367586289464555,91.57408527115658,87.81062478357407,0.950754002957644,0.0,0.8922150472653186,1.1001754503076513,3.2737007369808686,6.490025240341954,7.206564029436161,0.0,0.0,0
VETERAN_LEGITIMATE,668.5246787876888,201.8575863481064,98.99924288244652,review,0,59.03582641909149,3.514853577015737,5.109902232873121,31.63593507960084,0.0,51.0388557253951,80.733029070538,104.9622860901964,0.969308243564927,0.0,0.8426410929098669,0.8955634054526711,0.2361470370202189,4.290963684749447,4.253989652259025,2.240286339601714,17.996436853801736,0
VETERAN_LEGITIMATE,380.6080115854607,709.034226396384,72.35429495020381,review,0,69.21459742137617,4.42169848579455,5.032475363691755,25.95248574677512,0.0,60.55795256928539,114.52599192479384,49.97694549176112,0.9320442724476674,0.0,0.939582921506056,0.813920388272064,1.991257997694359,4.860335032394088,7.5274970511871455,2.2071090349583176,6.849921108029638,0
VETERAN_LEGITIMATE,309.6455000514353,679.753474105997,87.57783680167881,review,0,35.80697606775405,9.971579709571998,15.595923342603877,62.067009192476135,0.0,68.71083684568532,85.79284265891921,33.58874072729743,0.0,0.0,0.9540012032480916,0.9444967767757896,4.57501108336527,7.218148032873337,6.190542683651157,5.077998299825508,12.9348032577098,0
VETERAN_LEGITIMATE,603.7982612501362,924.8990324120296,92.66218915947609,review,0,62.70744084985072,8.70112807637909,9.260024127293786,34.4170771629681,1.231816363901195,68.13673936792478,98.91590896583736,99.099950292902,0.9029275730331566,0.0,1.0061633031375563,1.1046936589192544,3.91977953855205,2.478328355288552,7.5208766000972975,5.146867857411518,2.769629368750365,0
VETERAN_LEGITIMATE,657.7660828428628,594.2422996221849,75.38540447688177,signup,0,56.96001734839509,18.09928138088349,12.747333079805816,44.22722595161845,0.3801828885618792,54.7803610751967,80.7854360518845,83.3864857479046,0.7611280540507164,0.0,1.1008006451946917,1.213754929243164,5.159232591625304,5.183096706257058,8.533589378193051,1.92253108452646,6.507567961516081,0
VETERAN_LEGITIMATE,478.56757855903993,174.59984604488227,73.12781949204377,like,0,74.96023455609864,16.458600454326557,8.823553126183938,70.90404364281184,0.0,42.74388783220628,90.57121713713404,70.04238664077693,0.9279739747409448,0.0,0.9537623683765888,1.0136220814301498,1.0376992937780658,3.2555751582211787,0.7816342904043737,0.0,3.5132959187912074,0
VETERAN_LEGITIMATE,526.7774372648823,999.038273160156,97.33425492421615,review,0,98.38139972865798,2.3973662488813474,6.846922896890456,39.93999206408302,0.0,64.4931990215295,71.98136975882281,71.27323479322085,0.0,0.0,0.8666603424707082,0.8964861854121342,0.1596044284153897,0.8129214056391351,4.982540958404607,0.0,0.0,0
VETERAN_LEGITIMATE,339.6342257739448,182.05508244994104,98.2282610827191,survey,0,95.95373158940568,9.095445221747912,9.942083105158751,35.637963695833164,1.4039209602230058,42.384802286073786,111.34703340010012,99.61473491180708,0.9427141923309617,0.0,1.1632133639497806,0.7555508878033433,6.434207807982525,3.7201249279699535,4.92755706760096,6.685766937479197,0.0,0
